Vane,RPM corr [1/min],ER [ - ],M corr [kg/s],eta [fraction]
0.4,18000,1.534089,0.138676,0.44014
0.4,18000,1.68224,0.147319,0.408925
0.4,18000,1.874836,0.154839,0.380443
0.4,18000,2.125212,0.16078,0.354091
0.4,18000,2.4507,0.164848,0.328857
0.4,18000,2.873834,0.167015,0.303511
0.4,18000,3.423909,0.167583,0.276763
0.4,18000,4,0.167293,0.252632
0.4,21684.2,1.018184,0.001001,0.01
0.4,21684.2,1.025481,0.01822,0.01
0.4,21684.2,1.032777,0.029292,0.329632
0.4,21684.2,1.040073,0.03743,0.525904
0.4,21684.2,1.04737,0.043894,0.633339
0.4,21684.2,1.054666,0.04929,0.694784
0.4,21684.2,1.061962,0.053947,0.73038
0.4,21684.2,1.069259,0.058063,0.750578
0.4,21684.2,1.076555,0.061764,0.761203
0.4,21684.2,1.083852,0.065138,0.765693
0.4,21684.2,1.091148,0.068244,0.766166
0.4,21684.2,1.100633,0.071955,0.762935
0.4,21684.2,1.112964,0.076332,0.754893
0.4,21684.2,1.128994,0.081425,0.741222
0.4,21684.2,1.149833,0.087271,0.72159
0.4,21684.2,1.176924,0.093883,0.696266
0.4,21684.2,1.212143,0.101243,0.666097
0.4,21684.2,1.257926,0.109289,0.632375
0.4,21684.2,1.317445,0.117891,0.596612
0.4,21684.2,1.394819,0.126843,0.560313
0.4,21684.2,1.495406,0.135837,0.524773
0.4,21684.2,1.626169,0.144468,0.490923
0.4,21684.2,1.796161,0.152263,0.459183
0.4,21684.2,2.01715,0.158741,0.429386
0.4,21684.2,2.304435,0.163524,0.400779
0.4,21684.2,2.677907,0.166445,0.372192
0.4,21684.2,3.16342,0.167637,0.342259
0.4,21684.2,3.794587,0.167571,0.309482
0.4,21684.2,4,0.167431,0.299691
0.4,25368.4,1.024921,0.001,0.01
0.4,25368.4,1.03699,0.023993,0.038498
0.4,25368.4,1.049058,0.037894,0.420352
0.4,25368.4,1.061127,0.047838,0.595444
0.4,25368.4,1.073195,0.055628,0.683686
0.4,25368.4,1.085264,0.062074,0.72981
0.4,25368.4,1.097332,0.067601,0.75352
0.4,25368.4,1.109401,0.07246,0.764526
0.4,25368.4,1.121469,0.076807,0.768016
0.4,25368.4,1.133538,0.080748,0.766937
0.4,25368.4,1.145606,0.084359,0.763038
0.4,25368.4,1.161295,0.088647,0.755477
0.4,25368.4,1.181691,0.093663,0.743468
0.4,25368.4,1.208206,0.099434,0.726541
0.4,25368.4,1.242675,0.105956,0.704693
0.4,25368.4,1.287484,0.11318,0.678432
0.4,25368.4,1.345737,0.120993,0.648714
0.4,25368.4,1.421465,0.129204,0.616778
0.4,25368.4,1.519912,0.13753,0.583918
0.4,25368.4,1.647893,0.145591,0.551242
0.4,25368.4,1.814268,0.152935,0.519439
0.4,25368.4,2.030555,0.159098,0.488605
0.4,25368.4,2.311729,0.163698,0.458191
0.4,25368.4,2.677254,0.166548,0.427132
0.4,25368.4,3.152438,0.167743,0.394067
0.4,25368.4,3.770176,0.167705,0.357412
0.4,25368.4,4,0.16755,0.344848
0.4,29052.6,1.032768,0.001,0.01
0.4,29052.6,1.049181,0.027691,0.050927
0.4,29052.6,1.065594,0.043577,0.431285
0.4,29052.6,1.082007,0.054837,0.603351
0.4,29052.6,1.09842,0.063594,0.689236
0.4,29052.6,1.114833,0.070794,0.733769
0.4,29052.6,1.131246,0.07693,0.756481
0.4,29052.6,1.147659,0.082292,0.766916
0.4,29052.6,1.164072,0.08706,0.770137
0.4,29052.6,1.180485,0.091358,0.769004
0.4,29052.6,1.196898,0.09527,0.765204
0.4,29052.6,1.218235,0.099884,0.757933
0.4,29052.6,1.245973,0.105229,0.74648
0.4,29052.6,1.282032,0.111304,0.730447
0.4,29052.6,1.32891,0.118058,0.709877
0.4,29052.6,1.38985,0.125376,0.685294
0.4,29052.6,1.469072,0.133063,0.657612
0.4,29052.6,1.572061,0.140833,0.627943
0.4,29052.6,1.705947,0.148309,0.597332
0.4,29052.6,1.879999,0.15505,0.566472
0.4,29052.6,2.106266,0.160616,0.535479
0.4,29052.6,2.400413,0.164662,0.503817
0.4,29052.6,2.782804,0.167043,0.470419
0.4,29052.6,3.279912,0.167897,0.433876
0.4,29052.6,3.926154,0.167686,0.392431
0.4,29052.6,4,0.167635,0.387964
0.4,32736.8,1.041754,0.001,0.01
0.4,32736.8,1.071754,0.039253,0.25024
0.4,32736.8,1.101754,0.059266,0.582687
0.4,32736.8,1.131754,0.072811,0.703504
0.4,32736.8,1.161754,0.083098,0.751493
0.4,32736.8,1.191754,0.091415,0.769126
0.4,32736.8,1.213823,0.096658,0.772608
0.4,32736.8,1.235893,0.101336,0.771669
0.4,32736.8,1.257962,0.105553,0.768072
0.4,32736.8,1.280031,0.109386,0.762876
0.4,32736.8,1.3021,0.112894,0.756741
0.4,32736.8,1.324169,0.116122,0.750085
0.4,32736.8,1.352859,0.119955,0.741082
0.4,32736.8,1.390155,0.124417,0.729304
0.4,32736.8,1.438641,0.129488,0.714465
0.4,32736.8,1.501672,0.135089,0.696502
0.4,32736.8,1.583613,0.141062,0.675615
0.4,32736.8,1.690136,0.147165,0.65222
0.4,32736.8,1.828616,0.153069,0.626798
0.4,32736.8,2.00864,0.158388,0.599673
0.4,32736.8,2.242672,0.162735,0.5708
0.4,32736.8,2.546912,0.165812,0.539649
0.4,32736.8,2.942425,0.167501,0.50524
0.4,32736.8,3.456592,0.167942,0.466215
0.4,32736.8,4,0.167672,0.428897
0.4,36421.1,1.051912,0.001,0.01
0.4,36421.1,1.081912,0.03715,0.119938
0.4,36421.1,1.111912,0.057421,0.487297
0.4,36421.1,1.141912,0.07136,0.642557
0.4,36421.1,1.171912,0.081969,0.715791
0.4,36421.1,1.201912,0.090528,0.751546
0.4,36421.1,1.23054,0.097388,0.767815
0.4,36421.1,1.259167,0.103311,0.774489
0.4,36421.1,1.287795,0.108509,0.775602
0.4,36421.1,1.316423,0.113124,0.773417
0.4,36421.1,1.345051,0.117262,0.769261
0.4,36421.1,1.373679,0.120998,0.763939
0.4,36421.1,1.410895,0.12535,0.756079
0.4,36421.1,1.459276,0.130298,0.745208
0.4,36421.1,1.522171,0.135764,0.731043
0.4,36421.1,1.603935,0.141597,0.713553
0.4,36421.1,1.710229,0.147557,0.692958
0.4,36421.1,1.84841,0.153326,0.669598
0.4,36421.1,2.028045,0.158527,0.643719
0.4,36421.1,2.261571,0.162783,0.615244
0.4,36421.1,2.565155,0.165801,0.583627
0.4,36421.1,2.959814,0.167461,0.547861
0.4,36421.1,3.472871,0.167899,0.506516
0.4,36421.1,4,0.167647,0.467509
0.4,40105.3,1.063278,0.001,0.01
0.4,40105.3,1.093278,0.035033,0.01
0.4,40105.3,1.123278,0.055337,0.385806
0.4,40105.3,1.153278,0.069575,0.568885
0.4,40105.3,1.183278,0.080474,0.665068
0.4,40105.3,1.213278,0.089272,0.71848
0.4,40105.3,1.249756,0.098066,0.753341
0.4,40105.3,1.286234,0.105381,0.770362
0.4,40105.3,1.322713,0.111612,0.777592
0.4,40105.3,1.359191,0.117008,0.779211
0.4,40105.3,1.395669,0.121739,0.777529
0.4,40105.3,1.432148,0.125926,0.773883
0.4,40105.3,1.47957,0.1307,0.767485
0.4,40105.3,1.541218,0.13599,0.757822
0.4,40105.3,1.621361,0.141653,0.7446
0.4,40105.3,1.725547,0.147464,0.727779
0.4,40105.3,1.860989,0.153116,0.707494
0.4,40105.3,2.037063,0.158247,0.683865
0.4,40105.3,2.265959,0.162485,0.656764
0.4,40105.3,2.563524,0.165535,0.625637
0.4,40105.3,2.950359,0.167261,0.589472
0.4,40105.3,3.453244,0.167775,0.546799
0.4,40105.3,4,0.167546,0.503659
0.4,43789.5,1.075894,0.001,0.01
0.4,43789.5,1.105894,0.032951,0.01
0.4,43789.5,1.135894,0.053088,0.282783
0.4,43789.5,1.165894,0.067515,0.486812
0.4,43789.5,1.195894,0.078653,0.602798
0.4,43789.5,1.225894,0.087672,0.672608
0.4,43789.5,1.271948,0.098783,0.7324
0.4,43789.5,1.318002,0.107648,0.762134
0.4,43789.5,1.364056,0.114954,0.776416
0.4,43789.5,1.41011,0.121109,0.782224
0.4,43789.5,1.456164,0.126375,0.783181
0.4,43789.5,1.502218,0.130933,0.781285
0.4,43789.5,1.562089,0.136009,0.77639
0.4,43789.5,1.63992,0.141472,0.767938
0.4,43789.5,1.741101,0.147113,0.755594
0.4,43789.5,1.872636,0.152642,0.739226
0.4,43789.5,2.043631,0.157711,0.718764
0.4,43789.5,2.265925,0.161956,0.693973
0.4,43789.5,2.554908,0.165075,0.664267
0.4,43789.5,2.930585,0.166913,0.628621
0.4,43789.5,3.418965,0.167544,0.585543
0.4,43789.5,4,0.167355,0.537207
0.4,47473.7,1.089808,0.001,0.01
0.4,47473.7,1.119808,0.030937,0.01
0.4,47473.7,1.149808,0.050737,0.181427
0.4,47473.7,1.179808,0.065239,0.399905
0.4,47473.7,1.209808,0.076553,0.532131
0.4,47473.7,1.239808,0.085759,0.61652
0.4,47473.7,1.296102,0.099311,0.706335
0.4,47473.7,1.352396,0.109687,0.750622
0.4,47473.7,1.40869,0.11797,0.772814
0.4,47473.7,1.464984,0.124762,0.783324
0.4,47473.7,1.521278,0.130438,0.787285
0.4,47473.7,1.577571,0.135243,0.787419
0.4,47473.7,1.650753,0.140469,0.784298
0.4,47473.7,1.74589,0.145931,0.777276
0.4,47473.7,1.869568,0.151366,0.765904
0.4,47473.7,2.030348,0.156444,0.749854
0.4,47473.7,2.239364,0.16081,0.728749
0.4,47473.7,2.511083,0.164146,0.701957
0.4,47473.7,2.864319,0.166258,0.668462
0.4,47473.7,3.323525,0.167153,0.626793
0.4,47473.7,3.920493,0.167103,0.574814
0.4,47473.7,4,0.167059,0.568012
0.4,51157.9,1.105073,0.001,0.01
0.4,51157.9,1.135073,0.029011,0.01
0.4,51157.9,1.165073,0.048337,0.083846
0.4,51157.9,1.195073,0.062803,0.31099
0.4,51157.9,1.225073,0.074221,0.455806
0.4,51157.9,1.255073,0.083572,0.552625
0.4,51157.9,1.325908,0.100386,0.680939
0.4,51157.9,1.396743,0.112589,0.740975
0.4,51157.9,1.467578,0.121942,0.770534
0.4,51157.9,1.538413,0.129356,0.784849
0.4,51157.9,1.609248,0.135364,0.790921
0.4,51157.9,1.680083,0.140307,0.792275
0.4,51157.9,1.772169,0.145518,0.789993
0.4,51157.9,1.89188,0.150753,0.783321
0.4,51157.9,2.047505,0.155703,0.771625
0.4,51157.9,2.249816,0.160023,0.754277
0.4,51157.9,2.512822,0.163398,0.730478
0.4,51157.9,2.854729,0.165612,0.699113
0.4,51157.9,3.299208,0.16664,0.658643
0.4,51157.9,3.877031,0.166703,0.606868
0.4,51157.9,4,0.166645,0.595935
0.4,54842.1,1.121748,0.001,0.01
0.4,54842.1,1.151748,0.027182,0.01
0.4,54842.1,1.181748,0.045927,0.01
0.4,54842.1,1.211748,0.060254,0.222221
0.4,54842.1,1.241748,0.071704,0.376124
0.4,54842.1,1.271748,0.08115,0.483077
0.4,54842.1,1.357495,0.101171,0.653137
0.4,54842.1,1.443243,0.115,0.729531
0.4,54842.1,1.528991,0.12521,0.766779
0.4,54842.1,1.614738,0.13305,0.785195
0.4,54842.1,1.700486,0.139221,0.793638
0.4,54842.1,1.786233,0.144161,0.796407
0.4,54842.1,1.897705,0.149212,0.795103
0.4,54842.1,2.042619,0.154093,0.788778
0.4,54842.1,2.231006,0.158476,0.776524
0.4,54842.1,2.47591,0.162038,0.757348
0.4,54842.1,2.794285,0.164531,0.730029
0.4,54842.1,3.208172,0.165867,0.692984
0.4,54842.1,3.746226,0.166178,0.644049
0.4,54842.1,4,0.166098,0.620836
0.4,58526.3,1.139896,0.001,0.01
0.4,58526.3,1.169896,0.025452,0.01
0.4,58526.3,1.199896,0.043537,0.01
0.4,58526.3,1.229896,0.057636,0.135174
0.4,58526.3,1.259896,0.069045,0.294961
0.4,58526.3,1.289896,0.078535,0.409753
0.4,58526.3,1.369174,0.097543,0.591849
0.4,58526.3,1.448451,0.111048,0.684648
0.4,58526.3,1.527729,0.121201,0.735952
0.4,58526.3,1.607006,0.129108,0.765571
0.4,58526.3,1.686284,0.135412,0.782864
0.4,58526.3,1.765561,0.140519,0.792688
0.4,58526.3,1.868622,0.145814,0.798588
0.4,58526.3,2.002601,0.151024,0.799321
0.4,58526.3,2.176774,0.155824,0.793725
0.4,58526.3,2.403198,0.159874,0.780644
0.4,58526.3,2.69755,0.162891,0.758774
0.4,58526.3,3.080207,0.164724,0.726518
0.4,58526.3,3.577661,0.165427,0.681778
0.4,58526.3,4,0.165403,0.642574
0.4,62210.5,1.159592,0.001,0.01
0.4,62210.5,1.189592,0.023823,0.01
0.4,62210.5,1.219592,0.041191,0.01
0.4,62210.5,1.249592,0.054984,0.050954
0.4,62210.5,1.279592,0.066284,0.2138
0.4,62210.5,1.309592,0.075764,0.334244
0.4,62210.5,1.425895,0.101846,0.591374
0.4,62210.5,1.542198,0.118375,0.700888
0.4,62210.5,1.658502,0.129798,0.753977
0.4,62210.5,1.774805,0.138079,0.781071
0.4,62210.5,1.891109,0.144259,0.794582
0.4,62210.5,2.007412,0.148958,0.800298
0.4,62210.5,2.158607,0.153492,0.800804
0.4,62210.5,2.35516,0.157552,0.7946
0.4,62210.5,2.610678,0.160834,0.780103
0.4,62210.5,2.942852,0.163113,0.755546
0.4,62210.5,3.374679,0.164311,0.718817
0.4,62210.5,3.936054,0.164563,0.667089
0.4,62210.5,4,0.164548,0.661009
0.4,65894.7,1.180913,0.001,0.01
0.4,65894.7,1.210913,0.02229,0.01
0.4,65894.7,1.240913,0.038904,0.01
0.4,65894.7,1.270913,0.052326,0.01
0.4,65894.7,1.300913,0.063456,0.133782
0.4,65894.7,1.330913,0.072874,0.257864
0.4,65894.7,1.430222,0.096005,0.507682
0.4,65894.7,1.529532,0.111622,0.633452
0.4,65894.7,1.628842,0.122887,0.703609
0.4,65894.7,1.728152,0.131346,0.745148
0.4,65894.7,1.827462,0.137865,0.770446
0.4,65894.7,1.926772,0.142978,0.785817
0.4,65894.7,2.055875,0.148093,0.796506
0.4,65894.7,2.223709,0.152902,0.800746
0.4,65894.7,2.441893,0.157071,0.796766
0.4,65894.7,2.725532,0.160305,0.782722
0.4,65894.7,3.094263,0.162417,0.756562
0.4,65894.7,3.573613,0.163399,0.71579
0.4,65894.7,4,0.163517,0.676002
0.4,69578.9,1.203947,0.001,0.01
0.4,69578.9,1.233947,0.02085,0.01
0.4,69578.9,1.263947,0.036687,0.01
0.4,69578.9,1.293947,0.049686,0.01
0.4,69578.9,1.323947,0.060591,0.055755
0.4,69578.9,1.353947,0.069898,0.181676
0.4,69578.9,1.499876,0.101107,0.520467
0.4,69578.9,1.645806,0.119639,0.662159
0.4,69578.9,1.791735,0.131796,0.731462
0.4,69578.9,1.937665,0.140204,0.767736
0.4,69578.9,2.083594,0.146206,0.786612
0.4,69578.9,2.229524,0.150575,0.795327
0.4,69578.9,2.419232,0.154586,0.797417
0.4,69578.9,2.665853,0.157942,0.790723
0.4,69578.9,2.98646,0.160398,0.772917
0.4,69578.9,3.403249,0.161831,0.741351
0.4,69578.9,3.945076,0.162295,0.692672
0.4,69578.9,4,0.162297,0.687411
0.4,73263.2,1.228792,0.001,0.01
0.4,73263.2,1.258792,0.019497,0.01
0.4,73263.2,1.288792,0.034548,0.01
0.4,73263.2,1.318792,0.047082,0.01
0.4,73263.2,1.348792,0.057714,0.01
0.4,73263.2,1.378792,0.066866,0.106519
0.4,73263.2,1.538494,0.100156,0.481048
0.4,73263.2,1.698197,0.119459,0.638076
0.4,73263.2,1.8579,0.131869,0.715567
0.4,73263.2,2.017603,0.140295,0.756618
0.4,73263.2,2.177306,0.146203,0.77832
0.4,73263.2,2.337009,0.150429,0.788617
0.4,73263.2,2.544623,0.15423,0.791532
0.4,73263.2,2.81452,0.157321,0.784557
0.4,73263.2,3.165388,0.159484,0.764954
0.4,73263.2,3.621515,0.160634,0.729547
0.4,73263.2,4,0.160873,0.695098
0.4,76947.4,1.255553,0.001,0.01
0.4,76947.4,1.285553,0.018226,0.01
0.4,76947.4,1.315553,0.032491,0.01
0.4,76947.4,1.345553,0.04453,0.01
0.4,76947.4,1.375553,0.054848,0.01
0.4,76947.4,1.405553,0.063804,0.033035
0.4,76947.4,1.513453,0.088185,0.329678
0.4,76947.4,1.621352,0.104794,0.49482
0.4,76947.4,1.729252,0.116779,0.595396
0.4,76947.4,1.837151,0.12575,0.660283
0.4,76947.4,1.945051,0.132634,0.703664
0.4,76947.4,2.05295,0.13801,0.733196
0.4,76947.4,2.19322,0.143361,0.757979
0.4,76947.4,2.37557,0.148362,0.775356
0.4,76947.4,2.612625,0.152673,0.782578
0.4,76947.4,2.920797,0.156,0.776808
0.4,76947.4,3.32142,0.158163,0.754982
0.4,76947.4,3.84223,0.159151,0.713413
0.4,76947.4,4,0.159231,0.698921
0.4,80631.6,1.284349,0.001,0.01
0.4,80631.6,1.314349,0.017033,0.01
0.4,80631.6,1.344349,0.030518,0.01
0.4,80631.6,1.374349,0.042039,0.01
0.4,80631.6,1.404349,0.052011,0.01
0.4,80631.6,1.434349,0.060735,0.01
0.4,80631.6,1.619542,0.097229,0.395076
0.4,80631.6,1.804735,0.117716,0.580469
0.4,80631.6,1.989928,0.1305,0.674012
0.4,80631.6,2.175121,0.138939,0.724695
0.4,80631.6,2.360314,0.144697,0.752173
0.4,80631.6,2.545507,0.148705,0.765726
0.4,80631.6,2.786258,0.152196,0.770352
0.4,80631.6,3.099235,0.154905,0.762779
0.4,80631.6,3.506104,0.156649,0.739331
0.4,80631.6,4,0.157357,0.698741
0.4,84315.8,1.31531,0.001,0.01
0.4,84315.8,1.34531,0.015912,0.01
0.4,84315.8,1.37531,0.02863,0.01
0.4,84315.8,1.40531,0.039618,0.01
0.4,84315.8,1.43531,0.049217,0.01
0.4,84315.8,1.46531,0.057678,0.01
0.4,84315.8,1.575537,0.08171,0.19874
0.4,84315.8,1.685763,0.098428,0.38099
0.4,84315.8,1.795989,0.110644,0.498099
0.4,84315.8,1.906216,0.119866,0.577244
0.4,84315.8,2.016442,0.126988,0.632537
0.4,84315.8,2.126669,0.132582,0.671944
0.4,84315.8,2.269963,0.138182,0.707093
0.4,84315.8,2.456246,0.143457,0.734747
0.4,84315.8,2.698413,0.148054,0.751468
0.4,84315.8,3.013231,0.15166,0.753676
0.4,84315.8,3.422494,0.154064,0.737521
0.4,84315.8,3.954536,0.155202,0.698409
0.4,84315.8,4,0.155237,0.694418
0.4,88000,1.348579,0.001,0.01
0.4,88000,1.378579,0.014858,0.01
0.4,88000,1.408579,0.026825,0.01
0.4,88000,1.438579,0.037273,0.01
0.4,88000,1.468579,0.046477,0.01
0.4,88000,1.498579,0.05465,0.01
0.4,88000,1.547237,0.06612,0.01
0.4,88000,1.595895,0.075821,0.102562
0.4,88000,1.644552,0.084126,0.200833
0.4,88000,1.69321,0.091307,0.281245
0.4,88000,1.741868,0.097565,0.347875
0.4,88000,1.790526,0.103058,0.403674
0.4,88000,1.853781,0.109253,0.463541
0.4,88000,1.936012,0.116011,0.525058
0.4,88000,2.042913,0.1231,0.58507
0.4,88000,2.181884,0.130193,0.639917
0.4,88000,2.362547,0.136895,0.685719
0.4,88000,2.597409,0.142793,0.718594
0.4,88000,2.902729,0.14752,0.734726
0.4,88000,3.299645,0.150824,0.73021
0.4,88000,3.815635,0.152612,0.700567
0.4,88000,4,0.152856,0.685811
0.6,18000,1.012622,0.001001,0.01
0.6,18000,1.016565,0.017472,0.01
0.6,18000,1.020509,0.028896,0.208982
0.6,18000,1.024452,0.037605,0.430007
0.6,18000,1.028395,0.044657,0.559376
0.6,18000,1.032338,0.050606,0.638159
0.6,18000,1.036281,0.055771,0.687065
0.6,18000,1.040224,0.060353,0.717421
0.6,18000,1.044167,0.064484,0.735814
0.6,18000,1.04811,0.068258,0.746267
0.6,18000,1.052053,0.071738,0.751333
0.6,18000,1.057179,0.075904,0.752547
0.6,18000,1.063843,0.080831,0.748443
0.6,18000,1.072506,0.086586,0.737838
0.6,18000,1.083768,0.093229,0.720103
0.6,18000,1.098408,0.100811,0.695333
0.6,18000,1.117441,0.109363,0.664359
0.6,18000,1.142183,0.118897,0.628596
0.6,18000,1.174348,0.129387,0.589794
0.6,18000,1.216163,0.140752,0.549752
0.6,18000,1.270522,0.152834,0.509973
0.6,18000,1.341188,0.165367,0.471647
0.6,18000,1.433055,0.177945,0.43554
0.6,18000,1.552481,0.189975,0.401916
0.6,18000,1.707736,0.200653,0.370479
0.6,18000,1.909566,0.208945,0.340347
0.6,18000,2.171946,0.213655,0.310102
0.6,18000,2.51304,0.213695,0.278109
0.6,18000,2.956462,0.208882,0.243302
0.6,18000,3.532911,0.202253,0.206741
0.6,18000,4,0.201356,0.184423
0.6,21684.2,1.01835,0.001001,0.01
0.6,21684.2,1.024236,0.02103,0.01
0.6,21684.2,1.030123,0.034777,0.216838
0.6,21684.2,1.03601,0.045185,0.436879
0.6,21684.2,1.041897,0.053568,0.56479
0.6,21684.2,1.047783,0.060608,0.642262
0.6,21684.2,1.05367,0.066697,0.690134
0.6,21684.2,1.059557,0.07208,0.719725
0.6,21684.2,1.065444,0.076917,0.73758
0.6,21684.2,1.071331,0.081321,0.747679
0.6,21684.2,1.077217,0.085369,0.752536
0.6,21684.2,1.08487,0.090199,0.753646
0.6,21684.2,1.094819,0.095884,0.749612
0.6,21684.2,1.107752,0.102487,0.739329
0.6,21684.2,1.124565,0.110054,0.722241
0.6,21684.2,1.146423,0.118609,0.698503
0.6,21684.2,1.174837,0.128142,0.668983
0.6,21684.2,1.211776,0.138603,0.635101
0.6,21684.2,1.259796,0.149875,0.598456
0.6,21684.2,1.322223,0.161749,0.560657
0.6,21684.2,1.403377,0.173896,0.523075
0.6,21684.2,1.508878,0.185823,0.486626
0.6,21684.2,1.646029,0.196837,0.45162
0.6,21684.2,1.824325,0.206019,0.417658
0.6,21684.2,2.05611,0.212246,0.383615
0.6,21684.2,2.35743,0.214342,0.347829
0.6,21684.2,2.749147,0.211565,0.308747
0.6,21684.2,3.258379,0.205028,0.266305
0.6,21684.2,3.92038,0.201443,0.224473
0.6,21684.2,4,0.201441,0.220536
0.6,25368.4,1.025195,0.001001,0.01
0.6,25368.4,1.033526,0.024693,0.01
0.6,25368.4,1.041857,0.040766,0.227093
0.6,25368.4,1.050187,0.052842,0.445425
0.6,25368.4,1.058518,0.062512,0.571355
0.6,25368.4,1.066849,0.070594,0.647161
0.6,25368.4,1.075179,0.077554,0.693765
0.6,25368.4,1.08351,0.083682,0.722441
0.6,25368.4,1.091841,0.089169,0.739669
0.6,25368.4,1.100172,0.094144,0.749367
0.6,25368.4,1.108502,0.098703,0.754
0.6,25368.4,1.119332,0.104118,0.755016
0.6,25368.4,1.133411,0.110459,0.751101
0.6,25368.4,1.151714,0.117774,0.741238
0.6,25368.4,1.175507,0.126082,0.724954
0.6,25368.4,1.206438,0.135366,0.702467
0.6,25368.4,1.246649,0.145556,0.67458
0.6,25368.4,1.298923,0.156509,0.642574
0.6,25368.4,1.366879,0.167986,0.607958
0.6,25368.4,1.455222,0.179612,0.572128
0.6,25368.4,1.570068,0.190841,0.536083
0.6,25368.4,1.719368,0.200918,0.500178
0.6,25368.4,1.913458,0.208865,0.463964
0.6,25368.4,2.165774,0.213532,0.426181
0.6,25368.4,2.493786,0.213829,0.385103
0.6,25368.4,2.9202,0.209433,0.339507
0.6,25368.4,3.47454,0.202812,0.290643
0.6,25368.4,4,0.201482,0.255684
0.6,29052.6,1.033192,0.001001,0.01
0.6,29052.6,1.048728,0.036001,0.015202
0.6,29052.6,1.064264,0.057315,0.410039
0.6,29052.6,1.0798,0.072536,0.588458
0.6,29052.6,1.095336,0.084393,0.676808
0.6,29052.6,1.110872,0.094136,0.72199
0.6,29052.6,1.126408,0.102428,0.744504
0.6,29052.6,1.141943,0.10966,0.75436
0.6,29052.6,1.157479,0.116081,0.756855
0.6,29052.6,1.173015,0.121858,0.754962
0.6,29052.6,1.188551,0.12711,0.750429
0.6,29052.6,1.208748,0.133293,0.742281
0.6,29052.6,1.235003,0.140446,0.729795
0.6,29052.6,1.269136,0.148563,0.712585
0.6,29052.6,1.313508,0.157572,0.690718
0.6,29052.6,1.371191,0.167317,0.664701
0.6,29052.6,1.44618,0.177527,0.635361
0.6,29052.6,1.543666,0.187783,0.603596
0.6,29052.6,1.670397,0.197478,0.570064
0.6,29052.6,1.835147,0.205794,0.534884
0.6,29052.6,2.049322,0.211704,0.497413
0.6,29052.6,2.32775,0.214082,0.456296
0.6,29052.6,2.689707,0.212075,0.410024
0.6,29052.6,3.16025,0.206193,0.358357
0.6,29052.6,3.771956,0.201453,0.305098
0.6,29052.6,4,0.201463,0.289689
0.6,32736.8,1.042379,0.001,0.01
0.6,32736.8,1.072379,0.053044,0.251283
0.6,32736.8,1.102379,0.080411,0.585768
0.6,32736.8,1.132379,0.098902,0.70156
0.6,32736.8,1.162379,0.1129,0.744354
0.6,32736.8,1.192379,0.124176,0.757706
0.6,32736.8,1.212917,0.130799,0.758726
0.6,32736.8,1.233456,0.136736,0.756137
0.6,32736.8,1.253994,0.142109,0.751372
0.6,32736.8,1.274532,0.147008,0.745308
0.6,32736.8,1.29507,0.151502,0.738494
0.6,32736.8,1.315608,0.155645,0.731279
0.6,32736.8,1.342308,0.160576,0.721661
0.6,32736.8,1.377018,0.166328,0.709186
0.6,32736.8,1.42214,0.172876,0.693507
0.6,32736.8,1.480799,0.180113,0.674446
0.6,32736.8,1.557056,0.187814,0.652008
0.6,32736.8,1.65619,0.195605,0.626307
0.6,32736.8,1.785064,0.202923,0.597389
0.6,32736.8,1.9526,0.208998,0.564991
0.6,32736.8,2.170398,0.21287,0.528344
0.6,32736.8,2.453534,0.213526,0.486222
0.6,32736.8,2.821611,0.210341,0.43754
0.6,32736.8,3.300112,0.204334,0.382923
0.6,32736.8,3.922163,0.201354,0.327844
0.6,32736.8,4,0.201363,0.322373
0.6,36421.1,1.052802,0.001,0.01
0.6,36421.1,1.082802,0.0499,0.114803
0.6,36421.1,1.112802,0.077484,0.488709
0.6,36421.1,1.142802,0.096451,0.641788
0.6,36421.1,1.172802,0.110858,0.711313
0.6,36421.1,1.202802,0.12245,0.743515
0.6,36421.1,1.229449,0.131121,0.756269
0.6,36421.1,1.256096,0.138655,0.760775
0.6,36421.1,1.282743,0.145299,0.760433
0.6,36421.1,1.30939,0.15122,0.757186
0.6,36421.1,1.336037,0.156544,0.75219
0.6,36421.1,1.362684,0.161362,0.746154
0.6,36421.1,1.397325,0.166985,0.737461
0.6,36421.1,1.442359,0.173389,0.725568
0.6,36421.1,1.500902,0.180465,0.71006
0.6,36421.1,1.577009,0.187994,0.690693
0.6,36421.1,1.675948,0.195603,0.667358
0.6,36421.1,1.804568,0.202738,0.639927
0.6,36421.1,1.971774,0.20864,0.608018
0.6,36421.1,2.189142,0.212367,0.570786
0.6,36421.1,2.471721,0.21293,0.526964
0.6,36421.1,2.839073,0.209739,0.475496
0.6,36421.1,3.316631,0.203864,0.417221
0.6,36421.1,3.937456,0.201151,0.35829
0.6,36421.1,4,0.201164,0.353557
0.6,40105.3,1.064512,0.001,0.01
0.6,40105.3,1.094512,0.046758,0.01
0.6,40105.3,1.124512,0.074242,0.383438
0.6,40105.3,1.154512,0.093539,0.566965
0.6,40105.3,1.184512,0.108298,0.66112
0.6,40105.3,1.214512,0.120193,0.711985
0.6,40105.3,1.239667,0.128621,0.736354
0.6,40105.3,1.264823,0.135987,0.750724
0.6,40105.3,1.289978,0.14251,0.758659
0.6,40105.3,1.315133,0.148345,0.762345
0.6,40105.3,1.340288,0.153606,0.763169
0.6,40105.3,1.365444,0.158379,0.76204
