Vane,RPM corr [1/min],ER [ - ],M corr [kg/s],eta [fraction]
0.8,65894.7,1.328811,0.091929,0.01
0.8,65894.7,1.358811,0.106312,0.072955
0.8,65894.7,1.429695,0.133132,0.283496
0.8,65894.7,1.500579,0.152861,0.410481
0.8,65894.7,1.571463,0.167744,0.490449
0.8,65894.7,1.642346,0.17914,0.541915
0.8,65894.7,1.71323,0.187938,0.575116
0.8,65894.7,1.784114,0.194753,0.596114
0.8,65894.7,1.876263,0.201371,0.611219
0.8,65894.7,1.996057,0.207218,0.617675
0.8,65894.7,2.151789,0.211687,0.61312
0.8,65894.7,2.354241,0.214298,0.596114
0.8,65894.7,2.617427,0.214888,0.566616
0.8,65894.7,2.959571,0.213773,0.526182
0.8,65894.7,3.404357,0.211831,0.477406
0.8,65894.7,3.982578,0.210496,0.421759
0.8,65894.7,4,0.210486,0.420177
0.8,69578.9,1.236485,0.001,0.01
0.8,69578.9,1.266485,0.028508,0.01
0.8,69578.9,1.296485,0.051147,0.01
0.8,69578.9,1.326485,0.070138,0.01
0.8,69578.9,1.356485,0.086308,0.01
0.8,69578.9,1.386485,0.100236,0.01
0.8,69578.9,1.498004,0.138325,0.288262
0.8,69578.9,1.609523,0.162692,0.438935
0.8,69578.9,1.721042,0.178904,0.519117
0.8,69578.9,1.832562,0.189872,0.562203
0.8,69578.9,1.944081,0.19732,0.584076
0.8,69578.9,2.0556,0.202347,0.593138
0.8,69578.9,2.200575,0.206437,0.59342
0.8,69578.9,2.389042,0.209144,0.582956
0.8,69578.9,2.63405,0.210232,0.560874
0.8,69578.9,2.95256,0.209842,0.527752
0.8,69578.9,3.366623,0.208606,0.485361
0.8,69578.9,3.904905,0.207695,0.43504
0.8,69578.9,4,0.207686,0.426589
0.8,73263.2,1.266617,0.001,0.01
0.8,73263.2,1.296617,0.026246,0.01
0.8,73263.2,1.326617,0.047372,0.01
0.8,73263.2,1.356617,0.065324,0.01
0.8,73263.2,1.386617,0.080764,0.01
0.8,73263.2,1.416617,0.094172,0.01
0.8,73263.2,1.494539,0.121841,0.138139
0.8,73263.2,1.572461,0.142119,0.287248
0.8,73263.2,1.650383,0.157328,0.384802
0.8,73263.2,1.728306,0.168898,0.450244
0.8,73263.2,1.806228,0.177775,0.494637
0.8,73263.2,1.88415,0.184617,0.524688
0.8,73263.2,1.985449,0.191235,0.549153
0.8,73263.2,2.117137,0.197078,0.564847
0.8,73263.2,2.288332,0.201599,0.569002
0.8,73263.2,2.510886,0.204408,0.559902
0.8,73263.2,2.800206,0.205453,0.537411
0.8,73263.2,3.176321,0.205167,0.503044
0.8,73263.2,3.665271,0.204533,0.458939
0.8,73263.2,4,0.204581,0.430142
0.8,76947.4,1.299406,0.001,0.01
0.8,76947.4,1.329406,0.02413,0.01
0.8,76947.4,1.359406,0.043775,0.01
0.8,76947.4,1.389406,0.060664,0.01
0.8,76947.4,1.419406,0.075328,0.01
0.8,76947.4,1.449406,0.088162,0.01
0.8,76947.4,1.586193,0.130451,0.179716
0.8,76947.4,1.72298,0.156133,0.357053
0.8,76947.4,1.859767,0.172396,0.450961
0.8,76947.4,1.996554,0.182889,0.50158
0.8,76947.4,2.13334,0.189699,0.527764
0.8,76947.4,2.270127,0.194103,0.539403
0.8,76947.4,2.44795,0.197531,0.541711
0.8,76947.4,2.67912,0.199705,0.532929
0.8,76947.4,2.979641,0.200631,0.512579
0.8,76947.4,3.370317,0.200738,0.481462
0.8,76947.4,3.878197,0.200966,0.44044
0.8,76947.4,4,0.201154,0.430678
0.8,80631.6,1.335079,0.001,0.01
0.8,80631.6,1.365079,0.022152,0.01
0.8,80631.6,1.395079,0.040354,0.01
0.8,80631.6,1.425079,0.05617,0.01
0.8,80631.6,1.455079,0.070025,0.01
0.8,80631.6,1.485079,0.082243,0.01
0.8,80631.6,1.559378,0.106964,0.01
0.8,80631.6,1.633678,0.125774,0.12324
0.8,80631.6,1.707977,0.140339,0.232796
0.8,80631.6,1.782277,0.151752,0.311796
0.8,80631.6,1.856576,0.16077,0.36959
0.8,80631.6,1.930875,0.167939,0.412213
0.8,80631.6,2.027465,0.175143,0.451438
0.8,80631.6,2.153031,0.18188,0.483638
0.8,80631.6,2.316266,0.18761,0.505281
0.8,80631.6,2.528473,0.19189,0.51365
0.8,80631.6,2.804342,0.194553,0.507517
0.8,80631.6,3.162971,0.195857,0.487446
0.8,80631.6,3.629189,0.196599,0.455088
0.8,80631.6,4,0.197391,0.428036
0.8,84315.8,1.37389,0.001,0.01
0.8,84315.8,1.391401,0.0126,0.01
0.8,84315.8,1.408912,0.023276,0.01
0.8,84315.8,1.426424,0.033132,0.01
0.8,84315.8,1.443935,0.042255,0.01
0.8,84315.8,1.461446,0.05072,0.01
0.8,84315.8,1.478958,0.058592,0.01
0.8,84315.8,1.496469,0.065926,0.01
0.8,84315.8,1.51398,0.072772,0.01
0.8,84315.8,1.531492,0.079172,0.01
0.8,84315.8,1.549003,0.085165,0.01
0.8,84315.8,1.571768,0.092401,0.01
0.8,84315.8,1.601362,0.100966,0.01
0.8,84315.8,1.639834,0.11086,0.01
0.8,84315.8,1.689848,0.121947,0.076082
0.8,84315.8,1.754867,0.133912,0.169975
0.8,84315.8,1.839391,0.146239,0.260379
0.8,84315.8,1.949272,0.158223,0.34148
0.8,84315.8,2.092117,0.169052,0.407681
0.8,84315.8,2.277816,0.177966,0.454548
0.8,84315.8,2.519224,0.184474,0.479673
0.8,84315.8,2.833056,0.188561,0.483245
0.8,84315.8,3.241036,0.190819,0.467875
0.8,84315.8,3.771411,0.192481,0.436908
0.8,84315.8,4,0.193275,0.42206
0.8,88000,1.416128,0.001,0.01
0.8,88000,1.446128,0.018572,0.01
0.8,88000,1.476128,0.034031,0.01
0.8,88000,1.506128,0.047718,0.01
0.8,88000,1.536128,0.059902,0.01
0.8,88000,1.566128,0.070798,0.01
0.8,88000,1.606342,0.083683,0.01
0.8,88000,1.646557,0.094901,0.01
0.8,88000,1.686771,0.104716,0.01
0.8,88000,1.726985,0.113341,0.01
0.8,88000,1.767199,0.120946,0.055376
0.8,88000,1.807413,0.127674,0.109774
0.8,88000,1.859691,0.135297,0.169323
0.8,88000,1.927653,0.143626,0.231701
0.8,88000,2.016003,0.15232,0.293531
0.8,88000,2.130859,0.160892,0.350606
0.8,88000,2.280171,0.168769,0.398418
0.8,88000,2.474276,0.175406,0.432928
0.8,88000,2.726614,0.180453,0.451429
0.8,88000,3.054652,0.183939,0.453178
0.8,88000,3.481103,0.1864,0.43923
0.8,88000,4,0.18879,0.41259
1,28000,1.035607,0.001001,0.01
1,28000,1.040057,0.017466,0.01
1,28000,1.044507,0.031607,0.01
1,28000,1.048956,0.04397,0.01
1,28000,1.053406,0.054929,0.01
1,28000,1.057856,0.064757,0.01
1,28000,1.062305,0.073654,0.01
1,28000,1.066755,0.081772,0.066635
1,28000,1.071205,0.089229,0.145669
1,28000,1.075654,0.09612,0.211286
1,28000,1.080104,0.102519,0.266205
1,28000,1.085889,0.110201,0.324946
1,28000,1.093408,0.119272,0.384898
1,28000,1.103184,0.129788,0.442713
1,28000,1.115893,0.141736,0.494709
1,28000,1.132414,0.155016,0.53746
1,28000,1.153892,0.169434,0.568395
1,28000,1.181813,0.184692,0.586235
1,28000,1.21811,0.200382,0.59111
1,28000,1.265297,0.215982,0.584377
1,28000,1.326639,0.230858,0.568214
1,28000,1.406385,0.244268,0.545166
1,28000,1.510053,0.25539,0.517427
1,28000,1.644823,0.263385,0.474041
1,28000,1.820023,0.267517,0.42504
1,28000,2.047783,0.267348,0.37433
1,28000,2.343871,0.263039,0.324346
1,28000,2.728786,0.255738,0.278671
1,28000,3.229175,0.247969,0.242221
1,28000,3.5,0.245342,0.22771
1,29620.7,1.039915,0.001001,0.01
1,29620.7,1.044903,0.018201,0.01
1,29620.7,1.049891,0.032952,0.01
1,29620.7,1.054879,0.045829,0.01
1,29620.7,1.059867,0.057229,0.01
1,29620.7,1.064855,0.067438,0.01
1,29620.7,1.069843,0.076666,0.01
1,29620.7,1.074831,0.085074,0.064076
1,29620.7,1.079819,0.092788,0.143157
1,29620.7,1.084807,0.099905,0.208835
1,29620.7,1.089795,0.106505,0.263828
1,29620.7,1.09628,0.114416,0.322676
1,29620.7,1.10471,0.123739,0.382782
1,29620.7,1.115668,0.134518,0.440807
1,29620.7,1.129915,0.146722,0.493083
1,29620.7,1.148435,0.160228,0.536191
1,29620.7,1.172512,0.174806,0.567568
1,29620.7,1.203811,0.190117,0.585931
1,29620.7,1.2445,0.205703,0.59141
1,29620.7,1.297396,0.220992,0.58535
1,29620.7,1.366161,0.235293,0.569918
1,29620.7,1.455555,0.247821,0.54765
1,29620.7,1.571767,0.257731,0.514822
1,29620.7,1.722844,0.264208,0.46857
1,29620.7,1.919243,0.266611,0.418244
1,29620.7,2.174561,0.264717,0.366645
1,29620.7,2.506476,0.259057,0.316745
1,29620.7,2.937964,0.251329,0.273403
1,29620.7,3.498899,0.244693,0.238833
1,29620.7,3.5,0.244685,0.238773
1,31241.4,1.044482,0.001001,0.01
1,31241.4,1.050041,0.018912,0.01
1,31241.4,1.0556,0.034252,0.01
1,31241.4,1.061158,0.047623,0.01
1,31241.4,1.066717,0.059444,0.01
1,31241.4,1.072276,0.070014,0.01
1,31241.4,1.077835,0.079555,0.01
1,31241.4,1.083394,0.088237,0.061444
1,31241.4,1.088953,0.096189,0.140564
1,31241.4,1.094512,0.103517,0.206302
1,31241.4,1.100071,0.110302,0.261366
1,31241.4,1.107298,0.118422,0.320321
1,31241.4,1.116692,0.127971,0.380581
1,31241.4,1.128905,0.138981,0.438821
1,31241.4,1.144782,0.151404,0.491383
1,31241.4,1.165422,0.165088,0.534858
1,31241.4,1.192254,0.179772,0.566689
1,31241.4,1.227136,0.195071,0.585594
1,31241.4,1.272482,0.210482,0.591695
1,31241.4,1.331432,0.225378,0.586329
1,31241.4,1.408067,0.239024,0.571652
1,31241.4,1.507692,0.250596,0.549966
1,31241.4,1.637206,0.259245,0.510175
1,31241.4,1.805572,0.2642,0.462303
1,31241.4,2.024449,0.264956,0.410871
1,31241.4,2.30899,0.261547,0.35872
1,31241.4,2.678892,0.25493,0.309728
1,31241.4,3.159765,0.247371,0.269582
1,31241.4,3.5,0.243987,0.249532
1,32862.1,1.049312,0.001,0.01
1,32862.1,1.055474,0.0196,0.01
1,32862.1,1.061637,0.035507,0.01
1,32862.1,1.0678,0.049352,0.01
1,32862.1,1.073962,0.061574,0.01
1,32862.1,1.080125,0.072486,0.01
1,32862.1,1.086288,0.082323,0.01
1,32862.1,1.092451,0.09126,0.058731
1,32862.1,1.098613,0.099435,0.137888
1,32862.1,1.104776,0.106957,0.203681
1,32862.1,1.110939,0.113912,0.258816
1,32862.1,1.11895,0.122221,0.317878
1,32862.1,1.129365,0.131972,0.378293
1,32862.1,1.142905,0.143184,0.436751
1,32862.1,1.160506,0.155788,0.489605
1,32862.1,1.183388,0.169607,0.533459
1,32862.1,1.213134,0.184343,0.565757
1,32862.1,1.251804,0.19957,0.58522
1,32862.1,1.302075,0.214738,0.591962
1,32862.1,1.367427,0.229171,0.587311
1,32862.1,1.452386,0.24209,0.57341
1,32862.1,1.562831,0.252649,0.547225
1,32862.1,1.70641,0.260008,0.504533
1,32862.1,1.893064,0.263468,0.455385
1,32862.1,2.135712,0.262693,0.403059
1,32862.1,2.451156,0.258024,0.350825
1,32862.1,2.861233,0.250878,0.303757
1,32862.1,3.394333,0.244085,0.26622
1,32862.1,3.5,0.243247,0.259978
1,34482.8,1.054408,0.001001,0.01
1,34482.8,1.061208,0.020266,0.01
1,34482.8,1.068007,0.036718,0.01
1,34482.8,1.074807,0.051016,0.01
1,34482.8,1.081607,0.06362,0.01
1,34482.8,1.088407,0.074857,0.01
1,34482.8,1.095206,0.084971,0.01
1,34482.8,1.102006,0.094147,0.05594
1,34482.8,1.108806,0.102529,0.135129
1,34482.8,1.115606,0.110229,0.200975
1,34482.8,1.122405,0.117338,0.256178
1,34482.8,1.131245,0.125818,0.315347
1,34482.8,1.142737,0.135747,0.375919
1,34482.8,1.157676,0.147131,0.434598
1,34482.8,1.177096,0.159882,0.487751
1,34482.8,1.202343,0.173793,0.531992
1,34482.8,1.235164,0.188531,0.564771
1,34482.8,1.277832,0.20363,0.584806
1,34482.8,1.333299,0.218492,0.592208
1,34482.8,1.405407,0.232398,0.588291
1,34482.8,1.499148,0.244532,0.575187
1,34482.8,1.62101,0.254035,0.542448
1,34482.8,1.779431,0.260094,0.498155
1,34482.8,1.985378,0.262113,0.447926
1,34482.8,2.25311,0.259959,0.394964
1,34482.8,2.601161,0.254318,0.343286
1,34482.8,3.053627,0.247097,0.299085
1,34482.8,3.5,0.242465,0.270097
1,36103.4,1.059774,0.001001,0.01
1,36103.4,1.067244,0.020908,0.01
1,36103.4,1.074715,0.037884,0.01
1,36103.4,1.082185,0.052616,0.01
1,36103.4,1.089656,0.065582,0.01
1,36103.4,1.097126,0.077126,0.01
1,36103.4,1.104597,0.087501,0.01
1,36103.4,1.112067,0.096899,0.053062
1,36103.4,1.119537,0.105471,0.132279
1,36103.4,1.127008,0.113334,0.198176
1,36103.4,1.134478,0.120583,0.253448
1,36103.4,1.14419,0.129215,0.312723
1,36103.4,1.156815,0.139299,0.373454
1,36103.4,1.173228,0.150828,0.432358
1,36103.4,1.194564,0.163691,0.485818
1,36103.4,1.222301,0.177654,0.530455
1,36103.4,1.25836,0.192348,0.563727
1,36103.4,1.305236,0.207266,0.584351
1,36103.4,1.366175,0.221766,0.592429
1,36103.4,1.445396,0.235088,0.589265
1,36103.4,1.548382,0.246389,0.572919
1,36103.4,1.682265,0.254807,0.53671
1,36103.4,1.856313,0.259579,0.491171
1,36103.4,2.082575,0.260235,0.440029
1,36103.4,2.376716,0.256882,0.386779
1,36103.4,2.759098,0.250589,0.336468
1,36103.4,3.256196,0.243754,0.29535
1,36103.4,3.5,0.241641,0.279881
1,37724.1,1.065413,0.001,0.01
1,37724.1,1.073588,0.021528,0.01
1,37724.1,1.081763,0.039006,0.01
1,37724.1,1.089939,0.054152,0.01
1,37724.1,1.098114,0.067463,0.01
1,37724.1,1.106289,0.079295,0.01
1,37724.1,1.114465,0.089913,0.01
1,37724.1,1.12264,0.099518,0.050096
1,37724.1,1.130815,0.108265,0.129338
1,37724.1,1.138991,0.116276,0.195285
1,37724.1,1.147166,0.123651,0.250624
1,37724.1,1.157794,0.132416,0.310006
1,37724.1,1.17161,0.142634,0.370898
1,37724.1,1.189571,0.15428,0.430032
1,37724.1,1.212921,0.167223,0.483804
1,37724.1,1.243275,0.181199,0.528848
1,37724.1,1.282736,0.195805,0.562626
1,37724.1,1.334035,0.210493,0.583852
1,37724.1,1.400724,0.22458,0.592623
1,37724.1,1.487419,0.237269,0.590229
1,37724.1,1.600123,0.247699,0.56813
1,37724.1,1.746638,0.255018,0.530275
1,37724.1,1.937108,0.258534,0.483671
1,37724.1,2.184718,0.257929,0.431809
1,37724.1,2.506612,0.253587,0.378736
1,37724.1,2.925074,0.246982,0.330681
1,37724.1,3.469074,0.240986,0.291314
1,37724.1,3.5,0.240773,0.289316
1,39344.8,1.071329,0.001,0.01
1,39344.8,1.080243,0.022125,0.01
1,39344.8,1.089158,0.040085,0.01
1,39344.8,1.098073,0.055625,0.01
1,39344.8,1.106988,0.069262,0.01
1,39344.8,1.115903,0.081366,0.01
1,39344.8,1.124818,0.092211,0.01
1,39344.8,1.133732,0.102006,0.047045
1,39344.8,1.142647,0.110912,0.126309
1,39344.8,1.151562,0.119057,0.192303
1,39344.8,1.160477,0.126543,0.247709
1,39344.8,1.172066,0.135425,0.307199
1,39344.8,1.187132,0.145754,0.368253
1,39344.8,1.206718,0.157492,0.42762
1,39344.8,1.23218,0.170483,0.481711
1,39344.8,1.26528,0.184437,0.52717
1,39344.8,1.30831,0.198914,0.561464
1,39344.8,1.36425,0.213327,0.583307
1,39344.8,1.436971,0.226954,0.592785
1,39344.8,1.531508,0.23897,0.588918
1,39344.8,1.654407,0.248501,0.562355
1,39344.8,1.814175,0.254722,0.523263
1,39344.8,2.021873,0.257029,0.475735
1,39344.8,2.291881,0.255289,0.423397
1,39344.8,2.642892,0.250189,0.371102
1,39344.8,3.099206,0.243625,0.32598
1,39344.8,3.5,0.239862,0.298393
1,40965.5,1.077526,0.001,0.01
1,40965.5,1.087215,0.0227,0.01
1,40965.5,1.096904,0.041121,0.01
1,40965.5,1.106594,0.057036,0.01
1,40965.5,1.116283,0.07098,0.01
1,40965.5,1.125973,0.083338,0.01
1,40965.5,1.135662,0.094394,0.01
1,40965.5,1.145352,0.104364,0.043904
1,40965.5,1.155041,0.113415,0.123187
1,40965.5,1.164731,0.12168,0.189228
1,40965.5,1.17442,0.129264,0.2447
1,40965.5,1.187016,0.138246,0.304298
1,40965.5,1.203391,0.148666,0.365516
1,40965.5,1.224679,0.16047,0.425121
1,40965.5,1.252353,0.17348,0.479537
1,40965.5,1.288329,0.187376,0.525419
1,40965.5,1.335099,0.201685,0.56024
1,40965.5,1.395898,0.215782,0.582712
1,40965.5,1.474938,0.22891,0.592913
1,40965.5,1.57769,0.240219,0.584245
1,40965.5,1.711267,0.248832,0.555897
1,40965.5,1.884918,0.253969,0.515756
1,40965.5,2.110663,0.255135,0.467443
1,40965.5,2.404133,0.252405,0.414951
1,40965.5,2.785643,0.246797,0.364157
1,40965.5,3.281606,0.240628,0.32189
1,40965.5,3.5,0.238906,0.307099
1,42586.2,1.084008,0.001,0.01
1,42586.2,1.094507,0.023252,0.01
1,42586.2,1.105007,0.042114,0.01
1,42586.2,1.115507,0.058385,0.01
1,42586.2,1.126006,0.072619,0.01
1,42586.2,1.136506,0.085215,0.01
1,42586.2,1.147006,0.096466,0.01
1,42586.2,1.157506,0.106595,0.040675
1,42586.2,1.168005,0.115777,0.119974
1,42586.2,1.178505,0.124147,0.186059
1,42586.2,1.189005,0.131816,0.241598
1,42586.2,1.202654,0.140881,0.301304
1,42586.2,1.220399,0.151372,0.362689
1,42586.2,1.243467,0.163218,0.422534
1,42586.2,1.273455,0.176219,0.47728
1,42586.2,1.31244,0.190026,0.523594
1,42586.2,1.36312,0.204131,0.558952
1,42586.2,1.429004,0.217875,0.582065
1,42586.2,1.514653,0.230468,0.592302
1,42586.2,1.625998,0.241043,0.578482
1,42586.2,1.770745,0.248732,0.548884
1,42586.2,1.958917,0.252811,0.507818
1,42586.2,2.20354,0.252917,0.458889
1,42586.2,2.52155,0.249361,0.406659
1,42586.2,2.934963,0.243509,0.358114
1,42586.2,3.4724,0.238081,0.317328
1,42586.2,3.5,0.237906,0.315425
1,44206.9,1.090779,0.001,0.01
1,44206.9,1.102125,0.023782,0.01
1,44206.9,1.113471,0.043064,0.01
1,44206.9,1.124818,0.059672,0.01
1,44206.9,1.136164,0.074179,0.01
1,44206.9,1.14751,0.086996,0.01
1,44206.9,1.158856,0.098426,0.01
1,44206.9,1.170202,0.1087,0.037354
1,44206.9,1.181548,0.117998,0.116667
1,44206.9,1.192894,0.126461,0.182796
1,44206.9,1.204241,0.134202,0.238401
1,44206.9,1.218991,0.143334,0.298215
1,44206.9,1.238166,0.153878,0.359769
1,44206.9,1.263093,0.165743,0.419858
1,44206.9,1.295499,0.178708,0.47494
1,44206.9,1.337626,0.192394,0.521693
1,44206.9,1.392392,0.206262,0.557599
1,44206.9,1.463587,0.219619,0.581364
1,44206.9,1.556142,0.231648,0.587935
1,44206.9,1.676462,0.241469,0.572029
1,44206.9,1.832878,0.248236,0.541394
1,44206.9,2.036219,0.251296,0.49951
1,44206.9,2.300563,0.250442,0.450178
1,44206.9,2.64421,0.246239,0.39873
1,44206.9,3.09095,0.240414,0.352981
1,44206.9,3.5,0.236861,0.323358
1,45827.6,1.097845,0.001,0.01
1,45827.6,1.110074,0.024291,0.01
1,45827.6,1.122303,0.043973,0.01
1,45827.6,1.134533,0.0609,0.01
1,45827.6,1.146762,0.075662,0.01
1,45827.6,1.158991,0.088683,0.01
1,45827.6,1.171221,0.100277,0.01
1,45827.6,1.18345,0.110682,0.033944
1,45827.6,1.19568,0.120083,0.113268
1,45827.6,1.207909,0.128625,0.17944
1,45827.6,1.220138,0.136425,0.23511
1,45827.6,1.236036,0.14561,0.295034
1,45827.6,1.256704,0.156187,0.356757
1,45827.6,1.283572,0.168049,0.417094
1,45827.6,1.3185,0.180952,0.472517
1,45827.6,1.363907,0.19449,0.519716
1,45827.6,1.422936,0.208091,0.556178
1,45827.6,1.499673,0.221031,0.580606
1,45827.6,1.599432,0.232471,0.582236
1,45827.6,1.729118,0.241526,0.565034
1,45827.6,1.89771,0.247381,0.533484
1,45827.6,2.116879,0.249475,0.490896
1,45827.6,2.4018,0.247771,0.441434
1,45827.6,2.772197,0.243114,0.391378
1,45827.6,3.253712,0.237589,0.348381
1,45827.6,3.5,0.23577,0.330888
1,47448.3,1.105209,0.001,0.01
1,47448.3,1.118359,0.024778,0.01
1,47448.3,1.131509,0.04484,0.01
1,47448.3,1.144659,0.062067,0.01
1,47448.3,1.157809,0.077067,0.01
1,47448.3,1.170959,0.090277,0.01
1,47448.3,1.184109,0.10202,0.01
1,47448.3,1.197259,0.112542,0.030444
1,47448.3,1.210409,0.122032,0.109778
1,47448.3,1.223558,0.130641,0.175991
1,47448.3,1.236708,0.138488,0.231725
1,47448.3,1.253803,0.147711,0.291759
1,47448.3,1.276027,0.158304,0.353653
1,47448.3,1.304917,0.170143,0.414241
1,47448.3,1.342474,0.18296,0.47001
1,47448.3,1.391299,0.196323,0.517661
1,47448.3,1.454771,0.209628,0.554686
1,47448.3,1.537285,0.222125,0.57696
1,47448.3,1.644553,0.232956,0.575812
1,47448.3,1.784001,0.241239,0.557579
1,47448.3,1.965284,0.246204,0.525202
1,47448.3,2.200952,0.247394,0.482048
1,47448.3,2.50732,0.244965,0.432802
1,47448.3,2.905598,0.240056,0.384771
1,47448.3,3.42336,0.235097,0.343497
1,47448.3,3.5,0.234634,0.338003
1,49069,1.112878,0.001,0.01
1,49069,1.126986,0.025243,0.01
1,49069,1.141094,0.045666,0.01
1,49069,1.155203,0.063176,0.01
1,49069,1.169311,0.078397,0.01
1,49069,1.18342,0.09178,0.01
1,49069,1.197528,0.103658,0.01
1,49069,1.211637,0.114282,0.026854
1,49069,1.225745,0.123848,0.106194
1,49069,1.239854,0.132512,0.172448
1,49069,1.253962,0.140395,0.228246
1,49069,1.272303,0.149642,0.28839
1,49069,1.296146,0.160233,0.350457
1,49069,1.327143,0.172029,0.411297
1,49069,1.367438,0.184738,0.467416
1,49069,1.419822,0.1979,0.515526
1,49069,1.48792,0.210885,0.553123
1,49069,1.576449,0.222916,0.571375
1,49069,1.691536,0.233123,0.568852
1,49069,1.841149,0.240637,0.549719
1,49069,2.035646,0.24474,0.516595
1,49069,2.288492,0.2451,0.473048
1,49069,2.617192,0.242083,0.424441
1,49069,3.044502,0.237128,0.378944
1,49069,3.5,0.233451,0.344692
1,50689.7,1.120855,0.001,0.01
1,50689.7,1.135961,0.025687,0.01
1,50689.7,1.151066,0.046452,0.01
1,50689.7,1.166172,0.064225,0.01
1,50689.7,1.181277,0.079652,0.01
1,50689.7,1.196383,0.093193,0.01
1,50689.7,1.211489,0.10519,0.01
1,50689.7,1.226594,0.115904,0.023175
1,50689.7,1.2417,0.125534,0.102519
1,50689.7,1.256806,0.13424,0.168811
1,50689.7,1.271911,0.142149,0.224674
1,50689.7,1.291549,0.151406,0.284928
1,50689.7,1.317077,0.161979,0.347168
1,50689.7,1.350264,0.173712,0.408264
1,50689.7,1.393407,0.186292,0.464736
1,50689.7,1.449494,0.199231,0.51331
1,50689.7,1.522406,0.211873,0.550217
1,50689.7,1.617191,0.22342,0.565002
1,50689.7,1.740412,0.232993,0.561448
1,50689.7,1.9006,0.239744,0.541495
1,50689.7,2.108844,0.243024,0.507714
1,50689.7,2.379561,0.242637,0.463991
1,50689.7,2.731494,0.239177,0.416516
1,50689.7,3.189006,0.234387,0.373682
1,50689.7,3.5,0.232221,0.350945
1,52310.3,1.129147,0.001,0.01
1,52310.3,1.145289,0.02611,0.01
1,52310.3,1.161431,0.047197,0.01
1,52310.3,1.177573,0.065217,0.01
1,52310.3,1.193715,0.080832,0.01
1,52310.3,1.209857,0.094516,0.01
1,52310.3,1.225999,0.10662,0.01
1,52310.3,1.242141,0.11741,0.019405
1,52310.3,1.258284,0.127092,0.098752
1,52310.3,1.274426,0.135829,0.165081
1,52310.3,1.290568,0.143752,0.221007
1,52310.3,1.311553,0.153006,0.281371
1,52310.3,1.338833,0.163547,0.343786
1,52310.3,1.374297,0.175199,0.405139
1,52310.3,1.4204,0.187629,0.461968
1,52310.3,1.480335,0.200324,0.51101
1,52310.3,1.55825,0.212604,0.544784
1,52310.3,1.659539,0.22365,0.558094
1,52310.3,1.791215,0.232585,0.553656
1,52310.3,1.962394,0.238589,0.532945
1,52310.3,2.184927,0.241091,0.498613
1,52310.3,2.47422,0.24005,0.454983
1,52310.3,2.8503,0.236299,0.409172
1,52310.3,3.339204,0.231879,0.368448
1,52310.3,3.5,0.230944,0.35675
1,53931,1.137759,0.001,0.01
1,53931,1.154977,0.026511,0.01
1,53931,1.172196,0.047902,0.01
1,53931,1.189415,0.066152,0.01
1,53931,1.206633,0.08194,0.01
1,53931,1.223852,0.095753,0.01
1,53931,1.24107,0.107949,0.01
1,53931,1.258289,0.118803,0.015547
1,53931,1.275508,0.128525,0.094893
1,53931,1.292726,0.137282,0.161258
1,53931,1.309945,0.145208,0.217247
1,53931,1.332329,0.154446,0.27772
1,53931,1.361428,0.16494,0.34031
1,53931,1.399258,0.176495,0.401922
1,53931,1.448436,0.188757,0.459111
1,53931,1.512367,0.201189,0.508168
1,53931,1.595478,0.213088,0.538478
1,53931,1.703523,0.223623,0.550757
1,53931,1.84398,0.231919,0.545516
1,53931,2.026575,0.237195,0.524105
1,53931,2.263948,0.238974,0.489354
1,53931,2.572533,0.23738,0.446145
1,53931,2.973694,0.233496,0.402479
1,53931,3.495203,0.229641,0.362452
1,53931,3.5,0.229619,0.362096
1,55551.7,1.146697,0.001,0.01
1,55551.7,1.165033,0.026892,0.01
1,55551.7,1.183369,0.048568,0.01
1,55551.7,1.201704,0.067031,0.01
1,55551.7,1.22004,0.082976,0.01
1,55551.7,1.238376,0.096902,0.01
1,55551.7,1.256712,0.109178,0.01
1,55551.7,1.275048,0.120083,0.0116
1,55551.7,1.293384,0.129834,0.090943
1,55551.7,1.31172,0.1386,0.157343
1,55551.7,1.330056,0.14652,0.213393
1,55551.7,1.353892,0.155731,0.273976
1,55551.7,1.38488,0.166163,0.336741
1,55551.7,1.425164,0.177605,0.398612
1,55551.7,1.477533,0.189681,0.456162
1,55551.7,1.545613,0.201833,0.502869
1,55551.7,1.634116,0.213338,0.531636
1,55551.7,1.749171,0.223353,0.543053
1,55551.7,1.898743,0.231015,0.537059
1,55551.7,2.093186,0.23559,0.515015
1,55551.7,2.345961,0.236706,0.480006
1,55551.7,2.67457,0.234667,0.437603
1,55551.7,3.10176,0.230809,0.396363
1,55551.7,3.5,0.228246,0.366971
1,57172.4,1.155967,0.001,0.01
1,57172.4,1.175462,0.027253,0.01
1,57172.4,1.194956,0.049195,0.01
1,57172.4,1.214451,0.067854,0.01
1,57172.4,1.233946,0.083941,0.01
1,57172.4,1.25344,0.097967,0.01
1,57172.4,1.272935,0.11031,0.01
1,57172.4,1.29243,0.121254,0.01
1,57172.4,1.311924,0.131022,0.086901
1,57172.4,1.331419,0.139788,0.153333
1,57172.4,1.350914,0.147692,0.209444
1,57172.4,1.376257,0.156864,0.270135
1,57172.4,1.409203,0.16722,0.333075
1,57172.4,1.452032,0.178535,0.395208
1,57172.4,1.507711,0.19041,0.452938
1,57172.4,1.580093,0.202266,0.496625
