Nozzle	RPM	PRT	Q	EtaT
0.8	21894.75	2.26407394	1.671608	0.81898934
0.8	21894.75	2.442815828	1.727888	0.810577265
0.8	21894.75	2.68533769	1.783664	0.795749743
0.8	21894.75	3.017766558	1.834024	0.773313868
0.8	21894.75	3.478918815	1.87308	0.742424023
0.8	21894.75	4.127418876	1.895144	0.702738433
0.8	21894.75	5.053274707	1.896528	0.654642973
0.8	21894.75	6.396837465	1.877472	0.599498128
0.8	21894.75	8.379977043	1.843264	0.539709553
0.8	21894.75	11.357756	1.80412	0.478055548
0.8	21894.75	15.90436733	1.7744	0.415497493
0.8	21894.75	16	1.774072	0.414408223
0.8	23736.85	1.21390154	0.008	0.061025
0.8	23736.85	1.28090786	3.66E-01	0.061025
0.8	23736.85	1.34971418	0.617168	0.070483348
0.8	23736.85	1.4203205	0.806648	0.332607133
0.8	23736.85	1.49272682	0.956944	0.495252343
0.8	23736.85	1.56693314	1.080088	0.601023988
0.8	23736.85	1.702539575	1.252	0.710911265
0.8	23736.85	1.843772917	1.3834	0.767785933
0.8	23736.85	1.990633166	1.486592	0.797033053
0.8	23736.85	2.143120324	1.568896	0.81069854
0.8	23736.85	2.301234388	1.635128	0.815057825
0.8	23736.85	2.464978501	1.688632	0.81362237
0.8	23736.85	2.686252162	1.743128	0.806409815
0.8	23736.85	2.988130562	1.7944	0.791817125
0.8	23736.85	3.404593284	1.83708	0.768509173
0.8	23736.85	3.986603236	1.86552	0.735632623
0.8	23736.85	4.811837088	1.875272	0.693076123
0.8	23736.85	6.000613648	1.865024	0.641745928
0.8	23736.85	7.742005743	1.837992	0.583735685
0.8	23736.85	10.33704806	1.802328	0.521952688
0.8	23736.85	14.27036753	1.770624	0.458457508
0.8	23736.85	16	1.76368	0.436722823
0.8	25578.95	1.253150391	0.008	0.061025
0.8	25578.95	1.321216911	3.39E-01	0.061025
0.8	25578.95	1.391083431	0.579984	0.061025
0.8	25578.95	1.462749951	0.765584	0.21990848
0.8	25578.95	1.536216471	0.914616	0.395477195
0.8	25578.95	1.611482991	1.037656	0.514934173
0.8	25578.95	1.738199654	1.198792	0.63875264
0.8	25578.95	1.869714391	1.324792	0.711395263
0.8	25578.95	2.006021828	1.425568	0.75492968
0.8	25578.95	2.147124604	1.507304	0.780797638
0.8	25578.95	2.293022719	1.574184	0.795407968
0.8	25578.95	2.443716171	1.629168	0.8025665
0.8	25578.95	2.646787341	1.686416	0.80452454
0.8	25578.95	2.922896284	1.742104	0.799264513
0.8	25578.95	3.30231397	1.79112	0.784958473
0.8	25578.95	3.830158212	1.827768	0.76023932
0.8	25578.95	4.574837599	1.846992	0.72450068
0.8	25578.95	5.641750806	1.84628	0.6782045
0.8	25578.95	7.19576333	1.82724	0.623129113
0.8	25578.95	9.498255542	1.7964	0.562198348
0.8	25578.95	12.96854061	1.764928	0.498229093
0.8	25578.95	16	1.751592	0.456934955
0.8	27421.05	1.297013488	0.008	0.061025
0.8	27421.05	1.366245388	3.14E-01	0.061025
0.8	27421.05	1.437277288	0.54352	0.061025
0.8	27421.05	1.510109188	0.724024	0.108484318
0.8	27421.05	1.584741088	0.870776	0.29247944
0.8	27421.05	1.661172988	0.992928	0.422531443
0.8	27421.05	1.848596456	1.21396	0.60736667
0.8	27421.05	2.046032717	1.372176	0.701751695
0.8	27421.05	2.25348735	1.489264	0.75157367
0.8	27421.05	2.470957637	1.577408	0.77709434
0.8	27421.05	2.698440292	1.644248	0.788385043
0.8	27421.05	2.935941745	1.694968	0.79091087
0.8	27421.05	3.259664146	1.742768	0.786144763
0.8	27421.05	3.705809802	1.78276	0.772112143
0.8	27421.05	4.328567631	1.809872	0.747349993
0.8	27421.05	5.210417978	1.820248	0.71128832
0.8	27421.05	6.478969526	1.81292	0.6646217
0.8	27421.05	8.334509172	1.791072	0.60944819
0.8	27421.05	11.09555434	1.762552	0.548716978
0.8	27421.05	15.27446496	1.739568	0.48414686
0.8	27421.05	16	1.737696	0.474867118
0.8	29263.15	1.345945702	0.008	0.061025
0.8	29263.15	1.416454642	2.90E-01	0.061025
0.8	29263.15	1.488763582	0.50804	0.061025
0.8	29263.15	1.562872522	0.682448	0.061025
0.8	29263.15	1.638781462	0.825976	0.188673553
0.8	29263.15	1.716490402	0.94648	0.326296423
0.8	29263.15	1.878168834	1.13852	0.508272868
0.8	29263.15	2.047125685	1.283288	0.61612052
0.8	29263.15	2.223355352	1.395184	0.682435895
0.8	29263.15	2.40686368	1.482968	0.72372893
0.8	29263.15	2.597644582	1.552416	0.749100763
0.8	29263.15	2.795701041	1.607584	0.76391285
0.8	29263.15	3.064054197	1.662712	0.772705288
0.8	29263.15	3.431293141	1.713344	0.77292248
0.8	29263.15	3.939772433	1.75424	0.76232084
0.8	29263.15	4.653296123	1.780448	0.73939325
0.8	29263.15	5.669608637	1.788872	0.70380896
0.8	29263.15	7.140759728	1.779896	0.656757568
0.8	29263.15	9.306672868	1.758408	0.600900508
0.8	29263.15	12.55063118	1.733944	0.539279578
0.8	29263.15	16	1.721864	0.490346218
0.8	31105.25	1.400478163	0.008	0.061025
0.8	31105.25	1.472383243	2.68E-01	0.061025
0.8	31105.25	1.546088323	0.47376	0.061025
0.8	31105.25	1.621593403	0.64124	0.061025
0.8	31105.25	1.698898483	0.780728	0.08597237
0.8	31105.25	1.778003563	0.89884	0.228343708
0.8	31105.25	2.02517661	1.163736	0.489426733
0.8	31105.25	2.288430716	1.342776	0.621211865
0.8	31105.25	2.567769085	1.468328	0.691441115
0.8	31105.25	2.863185489	1.557872	0.72874751
0.8	31105.25	3.174686515	1.622064	0.746998295
0.8	31105.25	3.502265216	1.667928	0.753605578
0.8	31105.25	3.952159904	1.707976	0.75159131
0.8	31105.25	4.577652807	1.73764	0.738761518
0.8	31105.25	5.459461229	1.753208	0.71377556
0.8	31105.25	6.721854764	1.753288	0.676629028
0.8	31105.25	8.559076848	1.740136	0.628886368
0.8	31105.25	11.27889758	1.720328	0.57319799
0.8	31105.25	15.3747821	1.704864	0.511240798
0.8	31105.25	16	1.703976	0.503196958
0.8	32947.35	1.461224034	0.008	0.061025
0.8	32947.35	1.534652694	2.47E-01	0.061025
0.8	32947.35	1.609881354	0.440776	0.061025
0.8	32947.35	1.686910014	0.60072	0.061025
0.8	32947.35	1.765738674	0.735432	0.061025
0.8	32947.35	1.846367334	0.850496	0.130432888
0.8	32947.35	2.044027793	1.065056	0.36255434
0.8	32947.35	2.251737335	1.222888	0.502555303
0.8	32947.35	2.46949596	1.341952	0.590720023
0.8	32947.35	2.697300384	1.43312	0.647461288
0.8	32947.35	2.935157033	1.503504	0.68406539
0.8	32947.35	3.183062765	1.558024	0.707215685
0.8	32947.35	3.520362845	1.610968	0.723868948
0.8	32947.35	3.984243547	1.657744	0.730986688
0.8	32947.35	4.630195901	1.693496	0.7259648
0.8	32947.35	5.542450686	1.714384	0.707215685
0.8	32947.35	6.8509241	1.719104	0.67469414
0.8	32947.35	8.759060504	1.710184	0.630115655
0.8	32947.35	11.58964658	1.694648	0.576340115
0.8	32947.35	15.86092753	1.683968	0.514989298
0.8	32947.35	16	1.683888	0.513245143
0.8	34789.45	1.528895155	0.008	0.061025
0.8	34789.45	1.603984255	2.28E-01	0.061025
0.8	34789.45	1.680873355	0.409176	0.061025
0.8	34789.45	1.759562455	0.561104	0.061025
0.8	34789.45	1.840051555	0.690464	0.061025
0.8	34789.45	1.922340655	0.801888	0.061025
0.8	34789.45	2.244015984	1.1066	0.367808855
0.8	34789.45	2.590564288	1.301536	0.533925838
0.8	34789.45	2.961985566	1.431232	0.622326493
0.8	34789.45	3.358283484	1.518976	0.669828808
0.8	34789.45	3.779450935	1.57856	0.69394379
0.8	34789.45	4.22549136	1.618776	0.703934645
0.8	34789.45	4.842530331	1.651496	0.70424555
0.8	34789.45	5.707521678	1.673152	0.69270899
0.8	34789.45	6.938219403	1.681856	0.668363585
0.8	34789.45	8.717610554	1.678736	0.63184658
0.8	34789.45	11.33415042	1.668848	0.585110503
0.8	34789.45	15.24828306	1.66156	0.5296316
0.8	34789.45	16	1.661488	0.520314373
0.8	36631.6	1.604318625	0.008	0.061025
0.8	36631.6	1.681215645	2.10E-01	0.061025
0.8	36631.6	1.759912665	0.378976	0.061025
0.8	36631.6	1.840409685	0.522592	0.061025
0.8	36631.6	1.922706705	0.646112	0.061025
0.8	36631.6	2.006803725	0.753376	0.061025
0.8	36631.6	2.233646823	0.974728	0.202298248
0.8	36631.6	2.472633597	1.136952	0.36669092
0.8	36631.6	2.723764047	1.258624	0.474244205
0.8	36631.6	2.98704163	1.351184	0.54639401
0.8	36631.6	3.262459588	1.4222	0.595337293
0.8	36631.6	3.550021223	1.476936	0.62846852
0.8	36631.6	3.942007732	1.52988	0.655441183
0.8	36631.6	4.482269077	1.576624	0.672743818
0.8	36631.6	5.236463342	1.612792	0.677324705
0.8	36631.6	6.304548505	1.635264	0.667291955
0.8	36631.6	7.841153642	1.643624	0.642495628
0.8	36631.6	10.0890151	1.641336	0.60460601
0.8	36631.6	13.4342115	1.636264	0.555980248
0.8	36631.6	16	1.636648	0.524231555
0.8	38473.7	1.688455953	0.008	0.061025
0.8	38473.7	1.767320313	1.93E-01	0.061025
0.8	38473.7	1.847984673	3.50E-01	0.061025
0.8	38473.7	1.930449033	0.485312	0.061025
0.8	38473.7	2.014713393	0.602624	0.061025
0.8	38473.7	2.100777753	0.705296	0.061025
0.8	38473.7	2.516008233	1.043608	0.24813689
0.8	38473.7	2.96866008	1.249064	0.443650933
0.8	38473.7	3.458733294	1.379168	0.547184503
0.8	38473.7	3.986227875	1.463112	0.60299195
0.8	38473.7	4.551139556	1.517592	0.63185981
0.8	38473.7	5.153476596	1.552824	0.644691808
0.8	38473.7	5.992459203	1.580248	0.647236378
0.8	38473.7	7.177683974	1.59764	0.637554223
0.8	38473.7	8.878260489	1.605048	0.615118348
0.8	38473.7	11.35903668	1.605904	0.580811855
0.8	38473.7	15.04041197	1.607728	0.5355851
0.8	38473.7	16	1.609232	0.524822495
0.8	40315.8	1.782435936	0.008	0.061025
0.8	40315.8	1.863440676	1.77E-01	0.061025
0.8	40315.8	1.946245416	3.23E-01	0.061025
0.8	40315.8	2.030850156	0.44936	0.061025
0.8	40315.8	2.117254896	0.5602	0.061025
0.8	40315.8	2.205459636	0.657944	0.061025
0.8	40315.8	2.431659747	0.855712	0.061025
0.8	40315.8	2.668903808	1.006192	0.1858721
0.8	40315.8	2.917185433	1.122712	0.30665759
0.8	40315.8	3.176511305	1.214016	0.39375509
0.8	40315.8	3.446874444	1.28616	0.457472975
0.8	40315.8	3.728278266	1.343512	0.504464833
0.8	40315.8	4.110614326	1.401144	0.547710395
0.8	40315.8	4.635542487	1.45504	0.583210895
0.8	40315.8	5.365088183	1.50088	0.607072303
0.8	40315.8	6.393175712	1.53512	0.616299125
0.8	40315.8	7.864334053	1.556424	0.609537493
0.8	40315.8	10.00438555	1.566856	0.587409215
0.8	40315.8	13.1710128	1.572792	0.55173452
0.8	40315.8	16	1.579128	0.52190969
0.8	42157.9	1.887573732	0.008	0.061025
0.8	42157.9	1.935996743	1.01E-01	0.061025
0.8	42157.9	1.985033024	1.86E-01	0.061025
0.8	42157.9	2.034685428	2.65E-01	0.061025
0.8	42157.9	2.084948284	3.38E-01	0.061025
0.8	42157.9	2.135824411	0.40576	0.061025
0.8	42157.9	2.187316766	0.468736	0.061025
0.8	42157.9	2.239419468	0.527408	0.061025
0.8	42157.9	2.29213544	0.582176	0.061025
0.8	42157.9	2.345467746	0.633376	0.061025
0.8	42157.9	2.399410294	0.68132	0.061025
0.8	42157.9	2.470454646	0.739208	0.061025
0.8	42157.9	2.564360255	0.807728	0.061025
0.8	42157.9	2.689055548	0.88688	0.061025
0.8	42157.9	2.855586263	0.975576	0.133880405
0.8	42157.9	3.079558188	1.071296	0.237397438
0.8	42157.9	3.383359251	1.169912	0.337067848
0.8	42157.9	3.79966133	1.265784	0.4264817
0.8	42157.9	4.376953542	1.352416	0.499468303
0.8	42157.9	5.18844573	1.423728	0.55113917
0.8	42157.9	6.346489562	1.475792	0.578839483
0.8	42157.9	8.026206299	1.508488	0.582777613
0.8	42157.9	10.50431435	1.526552	0.565832188
0.8	42157.9	14.22354093	1.539848	0.53169107
0.8	42157.9	16	1.5462	0.51532115
0.8	44000	2.005418512	0.008	0.061025
0.8	44000	2.091286192	1.49E-01	0.061025
0.8	44000	2.178953872	2.72E-01	0.061025
0.8	44000	2.268421552	0.381744	0.061025
0.8	44000	2.359689232	0.479216	0.061025
0.8	44000	2.452756912	0.566384	0.061025
0.8	44000	2.580334621	0.669464	0.061025
0.8	44000	2.711149954	0.759208	0.061025
0.8	44000	2.845196406	0.837728	0.061025
0.8	44000	2.98247719	0.906728	0.061025
0.8	44000	3.122992306	0.967568	0.11105204
0.8	44000	3.266741753	1.021392	0.171025835
0.8	44000	3.458450615	1.082376	0.236678608
0.8	44000	3.715846088	1.149008	0.305450353
0.8	44000	4.064268096	1.21856	0.373617928
0.8	44000	4.540560078	1.287136	0.436543115
0.8	44000	5.199179789	1.350152	0.489255845
0.8	44000	6.122041724	1.403248	0.52730312
0.8	44000	7.434423905	1.443624	0.547700473
0.8	44000	9.330898841	1.471512	0.549628745
0.8	44000	12.1180781	1.4912	0.534251075
0.8	44000	16	1.51032	0.504880475
